seller_id,application_date,country,days_to_complete_company_details,days_to_complete_logistics,days_to_upload_license,days_to_sign_agreement,total_onboarding_days,followup_count,days_since_last_followup,reached_activation,churned,days_since_application,steps_completed,avg_days_per_step,followup_effectiveness,is_slow_onboarding,is_neglected,country_encoded
S0472,2022-07-08,UAE,16,19,23,4,121,10,32,1,0,907,4,30.25,0.08196721311475409,1,1,1
S0473,2024-10-23,Saudi Arabia,50,33,23,2,94,11,4,1,0,69,4,23.5,0.11578947368421053,1,0,0
S0474,2022-07-05,UAE,4,1,16,6,115,5,81,0,0,910,4,28.75,0.04310344827586207,1,1,1
S0475,2023-03-09,Saudi Arabia,38,3,9,9,44,14,73,1,0,663,4,11.0,0.3111111111111111,0,1,0
S0476,2024-12-20,UAE,44,21,13,17,89,10,35,1,0,11,4,22.25,0.1111111111111111,0,1,1
S0477,2024-10-14,Saudi Arabia,26,22,30,28,171,1,96,0,1,78,4,42.75,0.005813953488372093,1,1,0
S0478,2024-10-26,UAE,21,27,82,28,149,0,54,0,1,66,4,37.25,0.0,1,1,1
S0479,2023-12-03,UAE,47,40,51,22,43,5,4,1,0,394,4,10.75,0.11363636363636363,0,0,1
S0480,2023-11-21,Saudi Arabia,16,3,64,19,65,10,33,1,0,406,4,16.25,0.15151515151515152,0,1,0
S0481,2023-12-09,UAE,12,25,52,1,79,5,23,0,0,388,4,19.75,0.0625,0,0,1
S0482,2022-07-10,UAE,31,38,38,20,97,6,16,1,0,905,4,24.25,0.061224489795918366,1,0,1
S0483,2022-04-18,Saudi Arabia,24,20,65,25,124,12,70,0,0,988,4,31.0,0.096,1,1,0
S0484,2023-05-08,Saudi Arabia,14,34,18,15,42,9,80,0,0,603,4,10.5,0.20930232558139536,0,1,0
S0485,2023-09-22,UAE,45,21,63,18,88,2,21,1,0,466,4,22.0,0.02247191011235955,0,0,1
S0486,2022-05-20,Saudi Arabia,25,23,51,3,96,2,14,1,1,956,4,24.0,0.020618556701030927,1,0,0
S0487,2022-05-19,Saudi Arabia,34,6,9,18,63,10,14,1,0,957,4,15.75,0.15625,0,0,0
S0488,2023-03-02,Saudi Arabia,3,13,13,2,53,10,24,1,0,670,4,13.25,0.18518518518518517,0,0,0
S0489,2022-09-21,UAE,24,23,40,10,114,5,52,1,0,832,4,28.5,0.043478260869565216,1,1,1
S0490,2023-08-17,Saudi Arabia,40,15,67,29,162,1,59,0,1,502,4,40.5,0.006134969325153374,1,1,0
S0491,2024-08-30,UAE,42,17,79,27,87,3,65,1,0,123,4,21.75,0.03409090909090909,0,1,1
S0492,2023-11-25,UAE,9,2,43,24,102,14,31,1,1,402,4,25.5,0.13592233009708737,1,1,1
S0493,2024-05-02,UAE,26,19,44,3,110,10,20,1,0,243,4,27.5,0.09009009009009009,1,0,1
S0494,2022-07-16,UAE,20,19,68,7,49,5,67,1,0,899,4,12.25,0.1,0,1,1
S0495,2023-06-07,Saudi Arabia,40,7,33,8,80,7,43,0,0,573,4,20.0,0.08641975308641975,0,1,0
S0496,2022-10-02,UAE,10,20,24,19,54,13,82,1,0,821,4,13.5,0.23636363636363636,0,1,1
S0497,2023-06-25,Saudi Arabia,41,32,23,14,121,4,105,1,1,555,4,30.25,0.03278688524590164,1,1,0
S0498,2023-05-28,Saudi Arabia,3,17,10,13,68,13,89,1,0,583,4,17.0,0.18840579710144928,0,1,0
S0499,2024-08-24,Saudi Arabia,34,37,54,26,152,4,49,1,1,129,4,38.0,0.026143790849673203,1,1,0
S0500,2024-09-05,Saudi Arabia,5,2,75,24,79,6,14,0,0,117,4,19.75,0.075,0,0,0
S0501,2024-02-16,UAE,3,36,12,19,91,4,19,1,0,319,4,22.75,0.043478260869565216,1,0,1
S0502,2022-10-01,UAE,27,19,62,23,56,5,33,1,1,822,4,14.0,0.08771929824561403,0,1,1
S0503,2023-05-07,Saudi Arabia,16,17,18,12,57,2,35,0,0,604,4,14.25,0.034482758620689655,0,1,0
S0504,2024-10-04,Saudi Arabia,49,5,63,17,121,10,82,1,0,88,4,30.25,0.08196721311475409,1,1,0
S0505,2024-06-08,UAE,15,39,25,22,65,9,8,1,0,206,4,16.25,0.13636363636363635,0,0,1
S0506,2024-11-22,Saudi Arabia,35,18,12,12,57,5,70,1,0,39,4,14.25,0.08620689655172414,0,1,0
S0507,2024-02-20,Saudi Arabia,12,7,21,13,54,3,29,1,0,315,4,13.5,0.05454545454545454,0,0,0
S0508,2023-04-25,Saudi Arabia,17,23,85,12,175,8,52,0,1,616,4,43.75,0.045454545454545456,1,1,0
S0509,2024-11-18,UAE,53,39,11,12,89,5,62,1,0,43,4,22.25,0.05555555555555555,0,1,1
S0510,2024-04-27,UAE,44,36,64,19,68,10,34,1,1,248,4,17.0,0.14492753623188406,0,1,1
S0511,2022-12-20,Saudi Arabia,26,40,73,14,70,11,12,1,0,742,4,17.5,0.15492957746478872,0,0,0
S0512,2023-09-27,Saudi Arabia,47,4,50,7,86,4,78,1,0,461,4,21.5,0.04597701149425287,0,1,0
S0513,2023-03-08,UAE,34,38,62,13,42,8,45,1,0,664,4,10.5,0.18604651162790697,0,1,1
S0514,2022-04-22,UAE,23,25,49,6,49,8,55,1,0,984,4,12.25,0.16,0,1,1
S0515,2023-02-25,Saudi Arabia,46,27,33,22,106,7,82,0,1,675,4,26.5,0.06542056074766354,1,1,0
S0516,2024-05-04,UAE,50,30,1,19,105,14,86,1,0,241,4,26.25,0.1320754716981132,1,1,1
S0517,2022-11-15,Saudi Arabia,20,12,25,19,65,5,35,1,1,777,4,16.25,0.07575757575757576,0,1,0
S0518,2022-10-03,Saudi Arabia,50,10,51,23,164,6,94,1,1,820,4,41.0,0.03636363636363636,1,1,0
S0519,2024-12-15,UAE,16,34,89,29,153,9,39,0,1,16,4,38.25,0.05844155844155844,1,1,1
S0520,2022-04-29,Saudi Arabia,43,43,25,17,196,6,92,0,1,977,4,49.0,0.030456852791878174,1,1,0
S0521,2023-03-29,UAE,23,9,5,16,83,5,22,1,0,643,4,20.75,0.05952380952380952,0,0,1
S0522,2024-02-02,Saudi Arabia,48,4,19,27,61,9,6,0,0,333,4,15.25,0.14516129032258066,0,0,0
S0523,2024-08-15,Saudi Arabia,48,24,23,4,72,3,75,0,0,138,4,18.0,0.0410958904109589,0,1,0
S0524,2023-03-13,UAE,1,14,9,6,96,9,13,0,0,659,4,24.0,0.09278350515463918,1,0,1
S0525,2023-06-12,Saudi Arabia,54,5,50,8,81,12,45,1,0,568,4,20.25,0.14634146341463414,0,1,0
S0526,2023-10-10,UAE,25,18,16,27,96,11,14,0,1,448,4,24.0,0.1134020618556701,1,0,1
S0527,2024-07-18,Saudi Arabia,29,28,84,9,176,4,73,1,1,166,4,44.0,0.022598870056497175,1,1,0
S0528,2022-10-27,Saudi Arabia,30,12,2,16,106,8,14,1,0,796,4,26.5,0.07476635514018691,1,0,0
S0529,2023-12-28,Saudi Arabia,3,18,14,5,48,8,50,0,0,369,4,12.0,0.16326530612244897,0,1,0
S0530,2022-07-09,UAE,21,17,1,21,47,13,87,1,0,906,4,11.75,0.2708333333333333,0,1,1
S0531,2023-10-17,Saudi Arabia,25,30,58,22,85,10,7,0,0,441,4,21.25,0.11627906976744186,0,0,0
S0532,2022-06-14,UAE,20,24,16,10,70,4,68,1,0,931,4,17.5,0.056338028169014086,0,1,1
S0533,2023-12-20,Saudi Arabia,44,42,53,11,159,0,75,0,1,377,4,39.75,0.0,1,1,0
S0534,2023-01-16,UAE,39,43,30,18,176,7,30,0,1,715,4,44.0,0.03954802259887006,1,0,1
S0535,2024-07-29,Saudi Arabia,59,25,54,7,179,2,116,0,1,155,4,44.75,0.011111111111111112,1,1,0
S0536,2023-06-15,UAE,21,17,14,14,98,5,67,1,0,565,4,24.5,0.050505050505050504,1,1,1
S0537,2022-09-07,UAE,15,43,47,17,201,6,110,1,1,846,4,50.25,0.0297029702970297,1,1,1
S0538,2022-06-21,UAE,52,15,55,20,107,11,15,0,0,924,4,26.75,0.10185185185185185,1,0,1
S0539,2024-04-06,UAE,38,32,15,6,67,6,83,1,1,269,4,16.75,0.08823529411764706,0,1,1
S0540,2023-06-27,UAE,15,9,72,7,107,7,23,0,0,553,4,26.75,0.06481481481481481,1,0,1
S0541,2022-10-12,UAE,46,15,34,5,85,4,5,1,0,811,4,21.25,0.046511627906976744,0,0,1
S0542,2023-01-03,Saudi Arabia,50,41,24,8,139,5,108,1,0,728,4,34.75,0.03571428571428571,1,1,0
S0543,2022-11-29,Saudi Arabia,15,24,27,18,67,5,30,1,1,763,4,16.75,0.07352941176470588,0,0,0
S0544,2023-08-07,UAE,46,35,74,23,124,4,5,1,0,512,4,31.0,0.032,1,0,1
S0545,2022-08-02,UAE,24,39,82,19,156,7,41,0,0,882,4,39.0,0.044585987261146494,1,1,1
S0546,2024-11-05,UAE,50,27,66,12,205,6,103,0,1,56,4,51.25,0.02912621359223301,1,1,1
S0547,2023-09-01,Saudi Arabia,24,19,68,27,37,13,66,0,0,487,4,9.25,0.34210526315789475,0,1,0
S0548,2024-07-10,Saudi Arabia,5,12,14,1,79,10,74,1,0,174,4,19.75,0.125,0,1,0
S0549,2023-11-19,Saudi Arabia,6,20,63,4,63,2,2,1,1,408,4,15.75,0.03125,0,0,0
S0550,2022-08-11,UAE,49,1,65,19,89,3,27,1,1,873,4,22.25,0.03333333333333333,0,0,1
S0551,2022-08-01,Saudi Arabia,43,21,68,12,81,9,73,0,0,883,4,20.25,0.10975609756097561,0,1,0
S0552,2023-07-24,Saudi Arabia,48,1,63,15,114,8,47,1,0,526,4,28.5,0.06956521739130435,1,1,0
S0553,2024-02-29,Saudi Arabia,44,10,64,3,76,13,79,1,1,306,4,19.0,0.16883116883116883,0,1,0
S0554,2022-06-03,Saudi Arabia,47,32,32,23,116,2,9,1,0,942,4,29.0,0.017094017094017096,1,0,0
S0555,2024-08-17,Saudi Arabia,23,39,79,27,87,6,32,1,0,136,4,21.75,0.06818181818181818,0,1,0
S0556,2024-10-05,Saudi Arabia,4,22,13,26,83,11,66,1,0,87,4,20.75,0.13095238095238096,0,1,0
S0557,2023-04-11,UAE,27,18,66,20,98,7,68,1,0,630,4,24.5,0.0707070707070707,1,1,1
S0558,2022-12-31,Saudi Arabia,18,32,19,8,55,6,11,0,0,731,4,13.75,0.10714285714285714,0,0,0
S0559,2022-05-23,Saudi Arabia,21,27,24,11,126,5,56,0,0,953,4,31.5,0.03937007874015748,1,1,0
S0560,2023-03-22,Saudi Arabia,28,28,11,16,39,14,43,0,0,650,4,9.75,0.35,0,1,0
S0561,2022-10-19,Saudi Arabia,35,18,59,9,102,2,12,1,0,804,4,25.5,0.019417475728155338,1,0,0
S0562,2024-12-31,Saudi Arabia,22,39,15,3,69,8,23,1,0,0,4,17.25,0.11428571428571428,0,0,0
S0563,2024-07-19,Saudi Arabia,40,29,10,5,84,10,43,1,0,165,4,21.0,0.11764705882352941,0,1,0
S0564,2024-04-12,UAE,23,27,26,10,176,4,43,0,1,263,4,44.0,0.022598870056497175,1,1,1
S0565,2022-12-26,Saudi Arabia,3,8,27,14,84,4,15,1,0,736,4,21.0,0.047058823529411764,0,0,0
S0566,2023-06-24,UAE,40,38,80,27,185,1,55,0,1,556,4,46.25,0.005376344086021506,1,1,1
S0567,2024-02-11,UAE,50,34,73,15,53,5,75,1,1,324,4,13.25,0.09259259259259259,0,1,1
S0568,2023-02-05,UAE,10,7,52,6,136,11,50,1,1,695,4,34.0,0.08029197080291971,1,1,1
S0569,2023-03-14,Saudi Arabia,25,36,28,27,74,6,20,0,0,658,4,18.5,0.08,0,0,0
S0570,2024-11-28,Saudi Arabia,52,18,65,26,62,13,59,1,0,33,4,15.5,0.20634920634920634,0,1,0
S0571,2022-09-03,Saudi Arabia,49,38,17,4,80,13,50,0,1,850,4,20.0,0.16049382716049382,0,1,0
S0572,2022-08-09,Saudi Arabia,8,9,44,8,63,2,20,1,1,875,4,15.75,0.03125,0,0,0
S0573,2024-06-01,UAE,11,9,10,19,94,6,5,1,0,213,4,23.5,0.06315789473684211,1,0,1
S0574,2022-05-27,Saudi Arabia,5,8,63,27,68,2,72,1,0,949,4,17.0,0.028985507246376812,0,1,0
S0575,2023-03-26,Saudi Arabia,54,20,44,14,190,1,53,0,1,646,4,47.5,0.005235602094240838,1,1,0
S0576,2024-10-20,UAE,53,18,38,13,79,8,75,1,0,72,4,19.75,0.1,0,1,1
S0577,2022-08-27,UAE,37,5,70,16,66,4,57,0,0,857,4,16.5,0.05970149253731343,0,1,1
S0578,2023-07-21,Saudi Arabia,45,14,76,1,100,10,77,1,0,529,4,25.0,0.09900990099009901,1,1,0
S0579,2023-05-11,Saudi Arabia,47,21,46,9,161,1,69,0,1,600,4,40.25,0.006172839506172839,1,1,0
S0580,2023-12-23,Saudi Arabia,19,19,82,9,149,9,118,1,1,374,4,37.25,0.06,1,1,0
S0581,2023-02-21,Saudi Arabia,5,4,44,11,89,8,85,0,0,679,4,22.25,0.08888888888888889,0,1,0
S0582,2022-04-26,Saudi Arabia,9,39,74,21,74,10,33,1,0,980,4,18.5,0.13333333333333333,0,1,0
S0583,2024-06-24,Saudi Arabia,48,20,54,8,112,7,55,0,0,190,4,28.0,0.061946902654867256,1,1,0
S0584,2024-06-05,Saudi Arabia,2,25,20,25,95,11,74,1,0,209,4,23.75,0.11458333333333333,1,1,0
S0585,2024-06-23,Saudi Arabia,17,30,29,11,179,4,48,1,1,191,4,44.75,0.022222222222222223,1,1,0
S0586,2023-05-19,Saudi Arabia,40,12,31,24,118,13,41,1,0,592,4,29.5,0.1092436974789916,1,1,0
S0587,2023-09-26,Saudi Arabia,51,2,7,14,97,8,61,1,0,462,4,24.25,0.08163265306122448,1,1,0
S0588,2023-12-18,Saudi Arabia,30,23,22,22,183,4,61,0,0,379,4,45.75,0.021739130434782608,1,1,0
S0589,2022-05-15,UAE,11,22,10,3,66,6,5,1,0,961,4,16.5,0.08955223880597014,0,0,1
S0590,2022-09-29,UAE,44,14,21,29,167,8,70,0,1,824,4,41.75,0.047619047619047616,1,1,1
S0591,2022-12-08,Saudi Arabia,24,40,73,28,153,5,71,1,1,754,4,38.25,0.032467532467532464,1,1,0
S0592,2024-07-13,Saudi Arabia,32,34,25,9,147,1,97,1,1,171,4,36.75,0.006756756756756757,1,1,0
S0593,2024-02-03,Saudi Arabia,52,40,59,6,181,2,65,1,1,332,4,45.25,0.01098901098901099,1,1,0
S0594,2024-04-30,UAE,33,29,21,5,178,7,68,1,1,245,4,44.5,0.03910614525139665,1,1,1
S0595,2024-08-12,UAE,13,15,67,27,67,6,89,0,0,141,4,16.75,0.08823529411764706,0,1,1
S0596,2022-09-08,Saudi Arabia,8,24,43,21,113,6,55,1,1,845,4,28.25,0.05263157894736842,1,1,0
S0597,2023-01-19,UAE,54,25,79,13,41,10,9,1,0,712,4,10.25,0.23809523809523808,0,0,1
S0598,2023-11-30,Saudi Arabia,28,1,52,9,78,2,86,1,0,397,4,19.5,0.02531645569620253,0,1,0
S0599,2023-10-28,Saudi Arabia,30,7,56,25,84,10,69,1,0,430,4,21.0,0.11764705882352941,0,1,0
S0600,2024-04-19,UAE,9,31,76,10,102,7,22,1,0,256,4,25.5,0.06796116504854369,1,0,1
S0601,2022-04-24,UAE,39,12,68,12,94,5,29,1,0,982,4,23.5,0.05263157894736842,1,0,1
S0602,2022-08-12,UAE,22,44,52,11,139,3,111,0,1,872,4,34.75,0.02142857142857143,1,1,1
S0603,2023-02-23,UAE,21,38,23,1,70,8,36,1,1,677,4,17.5,0.11267605633802817,0,1,1
S0604,2022-12-18,Saudi Arabia,31,20,51,26,156,4,21,1,1,744,4,39.0,0.025477707006369428,1,0,0
S0605,2024-01-24,UAE,34,39,61,14,121,6,48,0,0,342,4,30.25,0.04918032786885246,1,1,1
S0606,2024-11-26,Saudi Arabia,31,18,40,8,55,6,33,1,0,35,4,13.75,0.10714285714285714,0,1,0
S0607,2022-10-14,UAE,52,2,44,16,94,9,43,1,0,809,4,23.5,0.09473684210526316,1,1,1
S0608,2022-07-31,Saudi Arabia,25,10,24,14,30,8,21,0,0,884,4,7.5,0.25806451612903225,0,0,0
S0609,2023-12-14,UAE,12,15,51,1,79,14,30,0,0,383,4,19.75,0.175,0,0,1
S0610,2023-12-04,Saudi Arabia,1,30,58,16,121,14,6,0,1,393,4,30.25,0.11475409836065574,1,0,0
S0611,2022-10-04,UAE,47,33,54,29,181,9,56,0,1,819,4,45.25,0.04945054945054945,1,1,1
S0612,2023-02-02,Saudi Arabia,40,4,16,7,64,12,15,0,0,698,4,16.0,0.18461538461538463,0,0,0
S0613,2024-05-05,UAE,37,7,22,15,72,13,19,1,0,240,4,18.0,0.1780821917808219,0,0,1
S0614,2024-03-19,Saudi Arabia,47,41,57,24,52,11,42,1,0,287,4,13.0,0.20754716981132076,0,1,0
S0615,2024-03-30,Saudi Arabia,1,31,62,17,86,3,43,0,1,276,4,21.5,0.034482758620689655,0,1,0
S0616,2024-02-21,Saudi Arabia,1,39,71,19,101,10,46,0,0,314,4,25.25,0.09803921568627451,1,1,0
S0617,2024-12-11,Saudi Arabia,42,34,72,23,92,4,18,0,1,20,4,23.0,0.043010752688172046,1,0,0
S0618,2023-09-06,UAE,54,6,70,13,42,7,47,1,0,482,4,10.5,0.16279069767441862,0,1,1
S0619,2024-12-16,Saudi Arabia,42,38,30,9,109,7,78,1,0,15,4,27.25,0.06363636363636363,1,1,0
S0620,2022-05-22,UAE,21,34,23,24,29,3,68,1,0,954,4,7.25,0.1,0,1,1
S0621,2024-10-02,Saudi Arabia,15,15,32,24,53,13,10,1,1,90,4,13.25,0.24074074074074073,0,0,0
S0622,2022-09-11,Saudi Arabia,17,14,57,15,101,14,78,1,0,842,4,25.25,0.13725490196078433,1,1,0
S0623,2024-08-05,UAE,29,17,67,7,169,8,105,0,1,148,4,42.25,0.047058823529411764,1,1,1
S0624,2022-09-25,UAE,38,37,31,26,98,10,44,1,0,828,4,24.5,0.10101010101010101,1,1,1
S0625,2022-04-23,Saudi Arabia,32,37,58,26,159,2,112,0,0,983,4,39.75,0.0125,1,1,0
S0626,2023-08-31,Saudi Arabia,45,3,9,24,104,11,35,1,0,488,4,26.0,0.10476190476190476,1,1,0
S0627,2022-05-25,UAE,36,28,68,18,134,8,36,1,1,951,4,33.5,0.05925925925925926,1,1,1
S0628,2024-12-03,Saudi Arabia,8,22,58,16,74,2,86,0,0,28,4,18.5,0.02666666666666667,0,1,0
S0629,2024-11-02,UAE,47,22,3,8,85,9,14,1,0,59,4,21.25,0.10465116279069768,0,0,1
S0630,2023-09-04,UAE,18,16,27,17,134,3,73,1,0,484,4,33.5,0.022222222222222223,1,1,1
S0631,2024-11-14,UAE,17,3,21,13,62,2,66,1,0,47,4,15.5,0.031746031746031744,0,1,1
S0632,2023-07-31,Saudi Arabia,54,12,64,8,94,9,73,0,0,519,4,23.5,0.09473684210526316,1,1,0
S0633,2023-01-15,UAE,26,29,52,17,117,3,39,1,0,716,4,29.25,0.025423728813559324,1,1,1
S0634,2024-03-25,Saudi Arabia,38,34,53,28,150,8,71,0,1,281,4,37.5,0.052980132450331126,1,1,0
S0635,2024-08-31,Saudi Arabia,17,7,35,23,51,7,13,0,0,122,4,12.75,0.1346153846153846,0,0,0
S0636,2022-11-18,Saudi Arabia,38,13,15,14,57,6,62,0,0,774,4,14.25,0.10344827586206896,0,1,0
S0637,2022-05-03,Saudi Arabia,29,27,66,23,152,3,74,0,1,973,4,38.0,0.0196078431372549,1,1,0
S0638,2024-11-16,UAE,15,32,71,26,153,2,87,1,1,45,4,38.25,0.012987012987012988,1,1,1
S0639,2023-06-18,UAE,14,10,52,21,52,14,50,0,1,562,4,13.0,0.2641509433962264,0,1,1
S0640,2024-11-13,UAE,45,39,28,7,65,11,78,1,0,48,4,16.25,0.16666666666666666,0,1,1
S0641,2023-04-06,Saudi Arabia,6,24,64,27,71,5,57,0,0,635,4,17.75,0.06944444444444445,0,1,0
S0642,2022-11-22,Saudi Arabia,35,17,79,15,74,8,14,1,0,770,4,18.5,0.10666666666666667,0,0,0
S0643,2022-05-14,Saudi Arabia,46,6,78,16,97,8,64,0,0,962,4,24.25,0.08163265306122448,1,1,0
S0644,2024-11-27,UAE,14,19,19,19,104,14,87,0,0,34,4,26.0,0.13333333333333333,1,1,1
S0645,2023-04-16,Saudi Arabia,35,35,29,14,171,0,70,0,1,625,4,42.75,0.0,1,1,0
S0646,2023-07-20,UAE,8,32,6,23,108,9,75,1,0,530,4,27.0,0.08256880733944955,1,1,1
S0647,2024-11-29,Saudi Arabia,15,10,73,1,67,3,9,1,0,32,4,16.75,0.04411764705882353,0,0,0
S0648,2024-08-04,Saudi Arabia,54,9,38,12,112,12,41,1,0,149,4,28.0,0.10619469026548672,1,1,0
S0649,2024-03-11,UAE,27,27,26,18,88,13,10,1,0,295,4,22.0,0.14606741573033707,0,0,1
S0650,2024-07-26,Saudi Arabia,13,13,51,16,100,3,15,0,0,158,4,25.0,0.0297029702970297,1,0,0
S0651,2022-10-18,UAE,21,35,65,15,157,2,59,0,1,805,4,39.25,0.012658227848101266,1,1,1
S0652,2024-08-08,UAE,31,21,53,20,87,14,77,1,0,145,4,21.75,0.1590909090909091,0,1,1
S0653,2024-08-18,Saudi Arabia,59,39,29,6,173,4,93,0,1,135,4,43.25,0.022988505747126436,1,1,0
S0654,2023-08-23,Saudi Arabia,35,38,59,8,108,14,30,0,0,496,4,27.0,0.12844036697247707,1,0,0
S0655,2024-12-01,Saudi Arabia,33,29,30,20,164,8,111,1,1,30,4,41.0,0.048484848484848485,1,1,0
S0656,2024-07-15,UAE,49,41,31,27,182,0,79,0,1,169,4,45.5,0.0,1,1,1
S0657,2023-11-07,Saudi Arabia,22,35,58,22,133,13,89,1,0,420,4,33.25,0.09701492537313433,1,1,0
S0658,2024-11-30,UAE,49,3,13,1,75,10,7,1,0,31,4,18.75,0.13157894736842105,0,0,1
S0659,2022-09-16,UAE,23,4,43,26,106,14,23,1,0,837,4,26.5,0.1308411214953271,1,0,1
S0660,2024-10-01,UAE,25,37,76,21,88,14,7,1,0,91,4,22.0,0.15730337078651685,0,0,1
S0661,2022-09-06,Saudi Arabia,26,38,30,15,185,2,42,0,1,847,4,46.25,0.010752688172043012,1,1,0
S0662,2024-06-16,UAE,41,17,81,27,141,2,59,0,1,198,4,35.25,0.014084507042253521,1,1,1
S0663,2024-12-25,UAE,47,31,21,22,79,4,29,0,0,6,4,19.75,0.05,0,0,1
S0664,2024-05-01,Saudi Arabia,5,25,24,13,106,13,57,1,1,244,4,26.5,0.12149532710280374,1,1,0
S0665,2022-07-27,Saudi Arabia,26,40,26,13,32,6,85,1,0,888,4,8.0,0.18181818181818182,0,1,0
S0666,2022-11-19,UAE,20,13,45,9,90,11,54,0,0,773,4,22.5,0.12087912087912088,0,1,1
S0667,2024-02-24,Saudi Arabia,6,4,28,24,67,10,72,0,0,311,4,16.75,0.14705882352941177,0,1,0
S0668,2022-07-19,UAE,6,14,29,15,113,7,61,0,0,896,4,28.25,0.06140350877192982,1,1,1
S0669,2023-06-02,Saudi Arabia,50,13,17,4,77,4,47,1,0,578,4,19.25,0.05128205128205128,0,1,0
S0670,2023-05-31,Saudi Arabia,18,27,68,13,83,11,3,1,0,580,4,20.75,0.13095238095238096,0,0,0
S0671,2024-04-26,UAE,4,6,44,27,96,10,36,1,0,249,4,24.0,0.10309278350515463,1,1,1
S0672,2023-11-14,Saudi Arabia,17,17,61,12,99,7,7,0,0,413,4,24.75,0.07,1,0,0
S0673,2024-05-26,Saudi Arabia,14,36,68,5,52,5,0,1,0,219,4,13.0,0.09433962264150944,0,0,0
S0674,2024-02-08,Saudi Arabia,14,40,74,7,78,5,69,0,0,327,4,19.5,0.06329113924050633,0,1,0
S0675,2022-08-04,Saudi Arabia,13,35,25,8,84,9,46,0,0,880,4,21.0,0.10588235294117647,0,1,0
S0676,2022-05-30,Saudi Arabia,7,17,67,5,64,8,74,1,0,946,4,16.0,0.12307692307692308,0,1,0
S0677,2022-09-05,Saudi Arabia,44,41,2,9,121,2,4,1,0,848,4,30.25,0.01639344262295082,1,0,0
S0678,2023-05-15,UAE,15,2,49,14,77,7,49,0,0,596,4,19.25,0.08974358974358974,0,1,1
S0679,2024-11-07,Saudi Arabia,19,13,70,26,87,9,23,0,1,54,4,21.75,0.10227272727272728,0,0,0
S0680,2022-10-31,UAE,43,2,26,12,93,4,46,0,1,792,4,23.25,0.0425531914893617,1,1,1
S0681,2024-01-25,Saudi Arabia,47,28,72,4,48,10,17,1,0,341,4,12.0,0.20408163265306123,0,0,0
S0682,2024-07-28,UAE,44,26,27,20,110,11,83,0,1,156,4,27.5,0.0990990990990991,1,1,1
S0683,2024-05-08,Saudi Arabia,35,22,18,8,90,3,27,0,0,237,4,22.5,0.03296703296703297,0,0,0
S0684,2022-04-15,UAE,17,3,54,17,118,7,76,0,0,991,4,29.5,0.058823529411764705,1,1,1
S0685,2024-06-22,Saudi Arabia,35,35,1,8,81,13,4,1,0,192,4,20.25,0.15853658536585366,0,0,0
S0686,2022-05-13,Saudi Arabia,19,12,61,21,98,2,29,0,0,963,4,24.5,0.020202020202020204,1,0,0
S0687,2023-07-03,Saudi Arabia,19,27,55,22,137,3,118,1,1,547,4,34.25,0.021739130434782608,1,1,0
S0688,2024-01-18,Saudi Arabia,36,5,68,1,80,12,85,1,0,348,4,20.0,0.14814814814814814,0,1,0
S0689,2022-12-16,Saudi Arabia,37,24,63,24,160,1,32,0,1,746,4,40.0,0.006211180124223602,1,1,0
S0690,2023-02-04,Saudi Arabia,32,39,37,2,66,14,45,1,0,696,4,16.5,0.208955223880597,0,1,0
S0691,2024-04-22,UAE,48,39,51,4,78,6,68,0,0,253,4,19.5,0.0759493670886076,0,1,1
S0692,2023-10-30,Saudi Arabia,37,36,32,29,205,5,116,0,1,428,4,51.25,0.024271844660194174,1,1,0
S0693,2023-12-21,Saudi Arabia,30,24,50,24,160,4,74,0,1,376,4,40.0,0.024844720496894408,1,1,0
S0694,2024-04-08,UAE,24,12,38,1,106,2,55,0,0,267,4,26.5,0.018691588785046728,1,1,1
S0695,2024-09-14,UAE,17,13,56,7,123,14,88,1,0,108,4,30.75,0.11290322580645161,1,1,1
S0696,2022-12-25,Saudi Arabia,7,10,47,1,88,10,27,1,0,737,4,22.0,0.11235955056179775,0,0,0
S0697,2023-12-08,Saudi Arabia,23,22,34,21,161,8,32,0,1,389,4,40.25,0.04938271604938271,1,1,0
S0698,2023-01-29,Saudi Arabia,50,40,78,3,94,12,53,0,0,702,4,23.5,0.12631578947368421,1,1,0
S0699,2023-05-26,UAE,1,16,49,12,118,4,52,1,1,585,4,29.5,0.03361344537815126,1,1,1
S0700,2022-09-04,UAE,35,35,41,19,73,13,11,1,0,849,4,18.25,0.17567567567567569,0,0,1
S0701,2024-06-03,Saudi Arabia,32,3,30,15,83,3,19,0,0,211,4,20.75,0.03571428571428571,0,0,0
S0702,2024-01-07,UAE,36,5,5,22,111,2,81,1,0,359,4,27.75,0.017857142857142856,1,1,1
S0703,2024-09-12,UAE,37,22,33,20,180,5,89,0,1,110,4,45.0,0.027624309392265192,1,1,1
S0704,2023-10-09,Saudi Arabia,6,11,31,10,61,5,52,0,1,449,4,15.25,0.08064516129032258,0,1,0
S0705,2024-09-09,UAE,14,7,52,22,95,13,63,1,0,113,4,23.75,0.13541666666666666,1,1,1
S0706,2023-08-08,Saudi Arabia,37,10,23,27,40,2,22,0,0,511,4,10.0,0.04878048780487805,0,0,0
S0707,2022-09-01,Saudi Arabia,35,23,24,19,156,5,72,1,1,852,4,39.0,0.03184713375796178,1,1,0
S0708,2022-08-31,Saudi Arabia,15,3,40,6,81,8,16,0,0,853,4,20.25,0.0975609756097561,0,0,0
